Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-01-03 00:00:00-05:00,40.75598507677582,40.77313669828594,40.1041632598956,40.20708084106445,525000,0.0,0.0,0.0
2005-01-04 00:00:00-05:00,40.31000064589911,40.31000064589911,39.54839851278898,39.67190170288086,244200,0.0,0.0,0.0
2005-01-05 00:00:00-05:00,39.70963114925632,39.77824285591441,39.39744186401367,39.39744186401367,380800,0.0,0.0,0.0
2005-01-06 00:00:00-05:00,39.48664323252889,39.723358094341066,39.40430865260822,39.58613204956055,201800,0.0,0.0,0.0
2005-01-07 00:00:00-05:00,39.658187136421105,39.675341378723694,39.352860468498356,39.45920944213867,271200,0.0,0.0,0.0
2005-01-10 00:00:00-05:00,39.486657500553825,39.829721427782566,39.479797373652076,39.61702346801758,584200,0.0,0.0,0.0
2005-01-11 00:00:00-05:00,39.55524854562532,39.55524854562532,39.28765664149398,39.376853942871094,212200,0.0,0.0,0.0
2005-01-12 00:00:00-05:00,39.418039405790466,39.55183410644531,39.10928139759866,39.55183410644531,434200,0.0,0.0,0.0
2005-01-13 00:00:00-05:00,39.462640830400616,39.5415466807073,39.17103703272531,39.243080139160156,151200,0.0,0.0,0.0
2005-01-14 00:00:00-05:00,39.349415457099205,39.52437872193343,39.25678938593342,39.41802978515625,243400,0.0,0.0,0.0
2005-01-18 00:00:00-05:00,39.43175588926495,39.89146014684183,39.31854420169958,39.84686279296875,266000,0.0,0.0,0.0
2005-01-19 00:00:00-05:00,39.82970273874689,39.881162827158924,39.49007034301758,39.49007034301758,199800,0.0,0.0,0.0
2005-01-20 00:00:00-05:00,39.36657177325502,39.42489199215792,39.153871271094346,39.24993133544922,227800,0.0,0.0,0.0
2005-01-21 00:00:00-05:00,39.28081467348008,39.39059501154087,39.00636251964325,39.04753112792969,390400,0.0,0.0,0.0
2005-01-24 00:00:00-05:00,39.04065435791667,39.171017635858774,38.79364804824228,38.8382453918457,239600,0.0,0.0,0.0
2005-01-25 00:00:00-05:00,38.954883113312675,39.16415217396134,38.83824009748098,38.93772888183594,227000,0.0,0.0,0.0
2005-01-26 00:00:00-05:00,39.074984606632576,39.22593096550905,39.00294149088853,39.17790222167969,132600,0.0,0.0,0.0
2005-01-27 00:00:00-05:00,39.102405735176376,39.31853494635083,39.05780577443265,39.23276901245117,148800,0.0,0.0,0.0
2005-01-28 00:00:00-05:00,39.23276256975828,39.25677692261187,38.92057336529341,39.08867645263672,171400,0.0,0.0,0.0
2005-01-31 00:00:00-05:00,39.36656912950728,39.493503671567666,39.33226327465471,39.48664093017578,291400,0.0,0.0,0.0
2005-02-01 00:00:00-05:00,39.486644684435895,39.77481965080797,39.469493064063364,39.70963668823242,174800,0.0,0.0,0.0
2005-02-02 00:00:00-05:00,39.79539155171178,39.96692341184847,39.73707134743374,39.891448974609375,167000,0.0,0.0,0.0
2005-02-03 00:00:00-05:00,39.795390711393246,39.82626518922904,39.6684561953198,39.69247055053711,176000,0.0,0.0,0.0
2005-02-04 00:00:00-05:00,39.7782366752795,40.224220551367836,39.7782366752795,40.18991470336914,125200,0.0,0.0,0.0
2005-02-07 00:00:00-05:00,40.24139342840768,40.31686528202452,40.10416735546586,40.17277908325195,267600,0.0,0.0,0.0
2005-02-08 00:00:00-05:00,40.17276827218632,40.32028580286001,40.14189378820223,40.24138259887695,181600,0.0,0.0,0.0
2005-02-09 00:00:00-05:00,40.27569181426368,40.27912318522677,39.829707814351565,39.864013671875,199600,0.0,0.0,0.0
2005-02-10 00:00:00-05:00,40.001220703125,40.08355524551399,39.81253726775991,40.001220703125,134400,0.0,0.0,0.0
2005-02-11 00:00:00-05:00,40.001224924058,40.406040174791215,39.86399892735098,40.3271369934082,290000,0.0,0.0,0.0
2005-02-14 00:00:00-05:00,40.32715662339402,40.371753981650905,40.234527918146576,40.33744812011719,268000,0.0,0.0,0.0
2005-02-15 00:00:00-05:00,40.37859763177082,40.567283719272936,40.30655456673412,40.48151779174805,150000,0.0,0.0,0.0
2005-02-16 00:00:00-05:00,40.41291241738968,40.567290064132294,40.32028373544906,40.48838424682617,246400,0.0,0.0,0.0
2005-02-17 00:00:00-05:00,40.53297429651082,40.56728014102114,40.2002021082876,40.22421646118164,164800,0.0,0.0,0.0
2005-02-18 00:00:00-05:00,40.18992921955433,40.27569517921306,40.09387176351566,40.20708084106445,351200,0.0,0.0,0.0
2005-02-22 00:00:00-05:00,40.03552023871999,40.244789239748265,39.599830627441406,39.599830627441406,361200,0.0,0.0,0.0
2005-02-23 00:00:00-05:00,39.761095269915124,39.894889943624065,39.62043785442316,39.80912399291992,156600,0.0,0.0,0.0
2005-02-24 00:00:00-05:00,39.79884379049942,40.1384763187949,39.62044909668877,40.11103057861328,129800,0.0,0.0,0.0
2005-02-25 00:00:00-05:00,40.13845574821821,40.55013117048331,40.12130151505363,40.512393951416016,505200,0.0,0.0,0.0
2005-02-28 00:00:00-05:00,40.51581998381942,40.52611147541493,40.11786747704002,40.30998229980469,207400,0.0,0.0,0.0
2005-03-01 00:00:00-05:00,40.37860792401187,40.59473979158095,40.37860792401187,40.53984832763672,90600,0.0,0.0,0.0
2005-03-02 00:00:00-05:00,40.32713174131251,40.74566718157614,40.32713174131251,40.505523681640625,199200,0.0,0.0,0.0
2005-03-03 00:00:00-05:00,40.5844259474325,40.704497686978165,40.33398836149359,40.55011749267578,128400,0.0,0.0,0.0
2005-03-04 00:00:00-05:00,40.74910875690518,41.02012941320855,40.704511414995196,40.958377838134766,213600,0.0,0.0,0.0
2005-03-07 00:00:00-05:00,40.92750372606384,41.171078658435384,40.92750372606384,41.06129837036133,202600,0.0,0.0,0.0
2005-03-08 00:00:00-05:00,41.0132757411383,41.047581595493206,40.773129525916175,40.800575256347656,118800,0.0,0.0,0.0
2005-03-09 00:00:00-05:00,40.7045095393983,40.79027546652836,40.40261180078474,40.430057525634766,200400,0.0,0.0,0.0
2005-03-10 00:00:00-05:00,40.48153159901448,40.50554596221743,40.165913506241644,40.358028411865234,114800,0.0,0.0,0.0
2005-03-11 00:00:00-05:00,40.436914917935376,40.57070953717507,40.124725728130734,40.22764587402344,191800,0.0,0.0,0.0
2005-03-14 00:00:00-05:00,40.24137600450792,40.42662811279297,40.20020741523985,40.42662811279297,184000,0.0,0.0,0.0
2005-03-15 00:00:00-05:00,40.56728727091314,40.62903884883211,40.1933490505034,40.213932037353516,227400,0.0,0.0,0.0
2005-03-16 00:00:00-05:00,40.08701137433751,40.10416561422405,39.764533126900666,39.86745071411133,317600,0.0,0.0,0.0
2005-03-17 00:00:00-05:00,39.867433783454146,40.05268850260393,39.79539071779063,39.915462493896484,183800,0.0,0.0,0.0
2005-03-18 00:00:00-05:00,39.984073067446886,39.984073067446886,39.67188386140055,39.82969284057617,535200,0.0,0.0,0.0
2005-03-21 00:00:00-05:00,39.84688001601847,39.877754516498,39.53812192437143,39.70622253417969,280600,0.0,0.0,0.0
2005-03-22 00:00:00-05:00,39.78854683944894,39.96693889144199,39.3665771484375,39.3665771484375,257800,0.0,0.0,0.0
2005-03-23 00:00:00-05:00,39.366564024830865,39.452329959525485,39.201892278575,39.335689544677734,305600,0.0,0.0,0.0
2005-03-24 00:00:00-05:00,39.362553114484676,39.596731132119785,39.3177821261363,39.345333099365234,216800,0.219,0.0,0.0
2005-03-28 00:00:00-05:00,39.396980753039074,39.56572582428447,39.36942978663846,39.3797607421875,139800,0.0,0.0,0.0
2005-03-29 00:00:00-05:00,39.328110176312045,39.56228817663195,38.98373091863014,39.049163818359375,239600,0.0,0.0,0.0
2005-03-30 00:00:00-05:00,39.24202067551936,39.600175467293695,39.20758327056917,39.57951354980469,268600,0.0,0.0,0.0
2005-03-31 00:00:00-05:00,39.62084138864567,39.69316072977519,39.53474655957639,39.5554084777832,227200,0.0,0.0,0.0
2005-04-01 00:00:00-05:00,39.810246597652856,39.927336926030605,39.238578325284344,39.386661529541016,340200,0.0,0.0,0.0
2005-04-04 00:00:00-04:00,39.36256268450256,39.5657452498025,39.18003941303898,39.51753234863281,249800,0.0,0.0,0.0
2005-04-05 00:00:00-04:00,39.5175256192164,39.7069352897043,39.5175256192164,39.641502380371094,218800,0.0,0.0,0.0
2005-04-06 00:00:00-04:00,39.72416333932114,39.91012853096007,39.65873303983422,39.73105239868164,163200,0.0,0.0,0.0
2005-04-07 00:00:00-04:00,39.75859218109389,39.96522187885421,39.696603797246944,39.948001861572266,268000,0.0,0.0,0.0
2005-04-08 00:00:00-04:00,39.94799021845278,39.95832117484862,39.60361099243164,39.60361099243164,99400,0.0,0.0,0.0
2005-04-11 00:00:00-04:00,39.65528214314914,39.672499533973365,39.48309247047146,39.5726318359375,133400,0.0,0.0,0.0
2005-04-12 00:00:00-04:00,39.53473819288913,39.89289029390507,39.228240876458585,39.77580261230469,164600,0.0,0.0,0.0
2005-04-13 00:00:00-04:00,39.741369800463566,39.76547624518753,39.22480087574542,39.345333099365234,153000,0.0,0.0,0.0
2005-04-14 00:00:00-04:00,39.34532832041348,39.35221474918156,38.88041687011719,38.88041687011719,217400,0.0,0.0,0.0
2005-04-15 00:00:00-04:00,38.821883824209635,38.890758640661744,38.25365739255931,38.26054382324219,447600,0.0,0.0,0.0
2005-04-18 00:00:00-04:00,38.260544094913,38.49816667994995,38.13656732249423,38.39829635620117,850200,0.0,0.0,0.0
2005-04-19 00:00:00-04:00,38.62214124811316,38.74267348458406,38.54982190623062,38.72201156616211,338200,0.0,0.0,0.0
2005-04-20 00:00:00-04:00,38.74267622153604,38.777113630474005,38.14001236920103,38.17100524902344,199600,0.0,0.0,0.0
2005-04-21 00:00:00-04:00,38.57049333417639,38.92864823042537,38.37419717855407,38.89421081542969,159800,0.0,0.0,0.0
2005-04-22 00:00:00-04:00,38.811552011614026,38.894204948022605,38.29498298238718,38.63936233520508,191400,0.0,0.0,0.0
2005-04-25 00:00:00-04:00,38.8459873767712,39.05261443812948,38.773665409260445,39.0181770324707,193800,0.0,0.0,0.0
2005-04-26 00:00:00-04:00,38.82875973840326,39.06982415810092,38.598026275634766,38.598026275634766,317200,0.0,0.0,0.0
2005-04-27 00:00:00-04:00,38.48437976561637,38.84942091635953,38.31219014697827,38.739219665527344,252800,0.0,0.0,0.0
2005-04-28 00:00:00-04:00,38.65658274641982,38.67380276519799,38.22610855102539,38.22610855102539,158800,0.0,0.0,0.0
2005-04-29 00:00:00-04:00,38.46717475139407,38.68413543701172,38.09868892892969,38.68413543701172,166400,0.0,0.0,0.0
2005-05-02 00:00:00-04:00,38.75988466113742,38.88041687011719,38.618687911043196,38.88041687011719,190000,0.0,0.0,0.0
2005-05-03 00:00:00-04:00,38.794330425149035,39.06983230116666,38.711680125084314,39.00095748901367,278200,0.0,0.0,0.0
2005-05-04 00:00:00-04:00,38.98028509048524,39.379763622897705,38.88041480053088,39.33499526977539,352200,0.0,0.0,0.0
